id,family,source,source_url,provenance,filename,char_length
attack_071,Start Prompt,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_071.md,5513
attack_072,Start Prompt,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_072.md,5387
attack_073,Start Prompt,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_073.md,4468
attack_074,Start Prompt,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_074.md,4833
attack_075,Opposite,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_075.md,2057
attack_076,Opposite,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_076.md,1491
attack_077,Opposite,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_077.md,1457
attack_078,Opposite,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_078.md,1716
attack_079,Opposite,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_079.md,986
attack_080,Opposite,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_080.md,2767
attack_081,Guidelines,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_081.md,1818
attack_082,Guidelines,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_082.md,2344
attack_083,Guidelines,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_083.md,1847
attack_084,Guidelines,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_084.md,2580
attack_085,Guidelines,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_085.md,1321
attack_086,Virtualization,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_086.md,3304
attack_087,Virtualization,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_087.md,4938
attack_088,Virtualization,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_088.md,3098
attack_089,Fictional,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_089.md,2083
attack_090,unknown,verazuo/jailbreak_llms (jailbreak_prompts_2023_12_25.csv),https://github.com/verazuo/jailbreak_llms,collected,attack_090.md,6021
attack_091,The DAN 13.0 Prompt (Available on GPT-4),0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_091.md,7066
attack_092,The DAN 12.0 Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_092.md,4342
attack_093,The DAN 10.0 Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_093.md,3016
attack_094,The DAN 9.0 Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_094.md,2511
attack_095,The DAN 8.0 Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_095.md,2900
attack_096,The DAN 7.0 Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_096.md,1353
attack_097,The DAN 6.0 Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_097.md,2005
attack_098,The DAN 6.2 Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_098.md,2938
attack_099,Evil-Bot Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_099.md,637
attack_100,The ANTI-DAN Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_100.md,3366
attack_101,ChatGPT Developer Mode v2,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_101.md,3951
attack_102,ChatGPT Image Unlocker,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_102.md,1965
attack_103,The STAN Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_103.md,1369
attack_104,The DUDE Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_104.md,2309
attack_105,The Mongo Tom Prompt,0xk1h0/ChatGPT_DAN (README.md),https://github.com/0xk1h0/ChatGPT_DAN,collected,attack_105.md,717
attack_106,AIM,centerforaisafety/HarmBench (baselines/human_jailbreaks/jailbreaks.py),https://github.com/centerforaisafety/HarmBench,collected,attack_106.md,1711
attack_107,Developer Mode,centerforaisafety/HarmBench (baselines/human_jailbreaks/jailbreaks.py),https://github.com/centerforaisafety/HarmBench,collected,attack_107.md,441
attack_108,Agares,centerforaisafety/HarmBench (baselines/human_jailbreaks/jailbreaks.py),https://github.com/centerforaisafety/HarmBench,collected,attack_108.md,1211
attack_109,Anarchy,centerforaisafety/HarmBench (baselines/human_jailbreaks/jailbreaks.py),https://github.com/centerforaisafety/HarmBench,collected,attack_109.md,1396
attack_110,TranslatorBot (translation),centerforaisafety/HarmBench (baselines/gptfuzz/GPTFuzzer.csv),https://github.com/centerforaisafety/HarmBench,collected,attack_110.md,1250
attack_111,Code Smuggling,centerforaisafety/HarmBench (baselines/gptfuzz/GPTFuzzer.csv),https://github.com/centerforaisafety/HarmBench,collected,attack_111.md,544
attack_112,Alignment Benchmark,centerforaisafety/HarmBench (baselines/gptfuzz/GPTFuzzer.csv),https://github.com/centerforaisafety/HarmBench,collected,attack_112.md,437
attack_113,Trusted Confidant (FR3D),centerforaisafety/HarmBench (baselines/gptfuzz/GPTFuzzer.csv),https://github.com/centerforaisafety/HarmBench,collected,attack_113.md,2204
attack_114,Evil Confidant,centerforaisafety/HarmBench (baselines/gptfuzz/GPTFuzzer.csv),https://github.com/centerforaisafety/HarmBench,collected,attack_114.md,537
attack_115,AlphaGPT vs DeltaGPT,centerforaisafety/HarmBench (baselines/gptfuzz/GPTFuzzer.csv),https://github.com/centerforaisafety/HarmBench,collected,attack_115.md,461
attack_116,Emoji Dual Persona,centerforaisafety/HarmBench (baselines/gptfuzz/GPTFuzzer.csv),https://github.com/centerforaisafety/HarmBench,collected,attack_116.md,280
attack_117,Void Simulation,centerforaisafety/HarmBench (baselines/gptfuzz/GPTFuzzer.csv),https://github.com/centerforaisafety/HarmBench,collected,attack_117.md,2757
attack_118,GCG Universal Suffix,"Zou et al. 2023 (arXiv:2307.15043, llm-attacks)",https://github.com/llm-attacks/llm-attacks,collected,attack_118.md,113
attack_119,Base64 Encoding,"constructed exemplar (technique: Wei et al. 2023, arXiv:2307.02483)",https://arxiv.org/abs/2307.02483,constructed_exemplar,attack_119.md,334
attack_120,ROT13 Encoding,"constructed exemplar (technique: Wei et al. 2023, arXiv:2307.02483)",https://arxiv.org/abs/2307.02483,constructed_exemplar,attack_120.md,173
attack_121,Leetspeak Encoding,"constructed exemplar (technique: Wei et al. 2023, arXiv:2307.02483)",https://arxiv.org/abs/2307.02483,constructed_exemplar,attack_121.md,216
